"block","observer","plot","visit","sampling_period","obs_year","dp_march","min_post_sunrise","species"
"halsingdal","jkn","plot_61","first","second","2017",20,302.866666666667,"bofik"
"halsingdal","jkn","plot_61","first","second","2017",20,303.833333333333,"blams"
"halsingdal","jkn","plot_61","first","second","2017",20,304.266666666667,"talla"
"halsingdal","jkn","plot_61","first","second","2017",20,306,"tofss"
"halsingdal","jkn","plot_62","first","second","2017",20,341.416666666667,"rodhe"
"halsingdal","jkn","plot_67","first","second","2017",20,168.683333333333,"bofik"
"halsingdal","jkn","plot_67","first","second","2017",20,169.75,"jarnv"
"halsingdal","jkn","plot_67","first","second","2017",20,172.75,"tofss"
"halsingdal","jkn","plot_68","first","second","2017",20,127.916666666667,"rodhe"
"halsingdal","jkn","plot_68","first","second","2017",20,127.383333333333,"bofik"
"halsingdal","jkn","plot_68","first","second","2017",20,127.483333333333,"taltt"
"halsingdal","jkn","plot_68","first","second","2017",20,130.2,"ekore"
"halsingdal","jkn","plot_68","first","second","2017",20,133.133333333333,"talge"
"halsingdal","jkn","plot_69","first","second","2017",20,80.2833333333333,"gardg"
"halsingdal","jkn","plot_69","first","second","2017",20,79.8833333333333,"svars"
"halsingdal","jkn","plot_69","first","second","2017",20,80.0833333333333,"bofik"
"tjaderleksmossen","jkn","plot_111","first","second","2018",20,28.85,"svars"
"tjaderleksmossen","jkn","plot_111","first","second","2018",20,33.2833333333333,"tofss"
"tjaderleksmossen","jkn","plot_111","first","second","2018",20,29.05,"taltt"
"tjaderleksmossen","jkn","plot_113","first","second","2018",20,-9.01666666666667,"taltt"
"tjaderleksmossen","jkn","plot_113","first","second","2018",20,-7.63333333333333,"kungl"
"tjaderleksmossen","jkn","plot_113","first","second","2018",20,-9.6,"gardg"
"tjaderleksmossen","jkn","plot_113","first","second","2018",20,-10.3833333333333,"rodhe"
"tjaderleksmossen","jkn","plot_113","first","second","2018",20,-11.6166666666667,"talge"
"tjaderleksmossen","jkn","plot_114","first","second","2018",20,111.366666666667,"bofik"
"tjaderleksmossen","jkn","plot_114","first","second","2018",20,111.866666666667,"talge"
"tjaderleksmossen","jkn","plot_114","first","second","2018",20,114.066666666667,"kungl"
"tjaderleksmossen","jkn","plot_114","first","second","2018",20,109.55,"gardg"
"tjaderleksmossen","jkn","plot_115","first","second","2018",20,90.6166666666667,"bofik"
"tjaderleksmossen","jkn","plot_115","first","second","2018",20,93.7333333333333,"rodhe"
"orsjon","jkn","plot_116","first","second","2018",20,228.016666666667,"trake"
"orsjon","jkn","plot_116","first","second","2018",20,227.55,"talge"
"orsjon","jkn","plot_116","first","second","2018",20,231.083333333333,"rodhe"
"orsjon","jkn","plot_116","first","second","2018",20,227.816666666667,"bofik"
"orsjon","jkn","plot_116","first","second","2018",20,228.383333333333,"notsa"
"orsjon","jkn","plot_116","first","second","2018",20,227.9,"tofss"
"tjaderleksmossen","jkn","plot_124","first","second","2018",20,59.9,"talge"
"tjaderleksmossen","jkn","plot_124","first","second","2018",20,60.6,"bofik"
"orsjon","jkn","plot_73","first","second","2018",20,296.7,"talge"
"orsjon","jkn","plot_73","first","second","2018",20,297.016666666667,"bofik"
"orsjon","jkn","plot_73","first","second","2018",20,299.516666666667,"rodhe"
"orsjon","jkn","plot_74","first","second","2018",20,282.15,"blams"
"orsjon","jkn","plot_74","first","second","2018",20,280.15,"svars"
"orsjon","jkn","plot_74","first","second","2018",20,277.716666666667,"bofik"
"orsjon","jkn","plot_74","first","second","2018",20,282.333333333333,"talge"
"orsjon","jkn","plot_74","first","second","2018",20,278.416666666667,"rodhe"
"orsjon","jkn","plot_74","first","second","2018",20,278.866666666667,"taltt"
"orsjon","jkn","plot_74","first","second","2018",20,277.8,"notva"
"orsjon","jkn","plot_74","first","second","2018",20,277.95,"kungl"
"orsjon","jkn","plot_75","first","second","2018",20,260.6,"talge"
"orsjon","jkn","plot_75","first","second","2018",20,260.383333333333,"bofik"
"orsjon","jkn","plot_75","first","second","2018",20,261.316666666667,"notva"
"orsjon","jkn","plot_75","first","second","2018",20,261.733333333333,"tofss"
"orsjon","jkn","plot_75","first","second","2018",20,261.916666666667,"rodhe"
"orsjon","jkn","plot_75","first","second","2018",20,264.033333333333,"blams"
"orsjon","jkn","plot_79","first","second","2018",20,185.816666666667,"talge"
"orsjon","jkn","plot_79","first","second","2018",20,186.733333333333,"bofik"
"orsjon","jkn","plot_79","first","second","2018",20,189.216666666667,"blams"
"orsjon","jkn","plot_79","first","second","2018",20,186.166666666667,"rodhe"
"orsjon","jkn","plot_79","first","second","2018",20,186.016666666667,"jarnv"
"halqved","jkn","plot_1","fourth","second","2018",50,-8.86666666666667,"kungl"
"halqved","jkn","plot_1","fourth","second","2018",50,-8.68333333333333,"blams"
"halqved","jkn","plot_1","fourth","second","2018",50,-7.23333333333333,"talge"
"halqved","jkn","plot_1","fourth","second","2018",50,-4,"tofss"
"soderlejde","jkn","plot_12","fourth","second","2018",50,109.733333333333,"blams"
"soderlejde","jkn","plot_12","fourth","second","2018",50,109.5,"talge"
"soderlejde","jkn","plot_13","fourth","second","2018",50,128.9,"talge"
"soderlejde","jkn","plot_17","fourth","second","2018",50,166.65,"bofik"
"soderlejde","jkn","plot_19","fourth","second","2018",50,208.016666666667,"talge"
"soderlejde","jkn","plot_19","fourth","second","2018",50,209.933333333333,"blams"
"soderlejde","jkn","plot_20","fourth","second","2018",50,191.733333333333,"talge"
"soderlejde","jkn","plot_20","fourth","second","2018",50,189.783333333333,"svare"
"soderlejde","jkn","plot_23","fourth","second","2018",50,85.3166666666667,"talge"
"soderlejde","jkn","plot_25","fourth","second","2018",50,249.966666666667,"talge"
"soderlejde","jkn","plot_26","fourth","second","2018",50,62.7666666666667,"kungl"
"soderlejde","jkn","plot_26","fourth","second","2018",50,63.8333333333333,"rodhe"
"soderlejde","jkn","plot_26","fourth","second","2018",50,65.0333333333333,"talge"
"soderlejde","jkn","plot_29","fourth","second","2018",50,232.116666666667,"trapa"
"soderlejde","jkn","plot_30","fourth","second","2018",50,40.2666666666667,"bofik"
"soderlejde","jkn","plot_31","fourth","second","2018",50,22.4666666666667,"rodhe"
"soderlejde","jkn","plot_31","fourth","second","2018",50,26.0833333333333,"trake"
"halqved","jkn","plot_33","fourth","second","2018",50,289.35,"ringa"
"halqved","jkn","plot_33","fourth","second","2018",50,287.1,"rodhe"
"halqved","jkn","plot_33","fourth","second","2018",50,287.95,"talla"
"halqved","jkn","plot_36","fourth","second","2018",50,266.833333333333,"talge"
"halqved","jkn","plot_36","fourth","second","2018",50,266.433333333333,"bofik"
"halqved","jkn","plot_36","fourth","second","2018",50,267.633333333333,"rodhe"
"halqved","jkn","plot_4","fourth","second","2018",50,311.666666666667,"kungl"
"soderlejde","jkn","plot_5","fourth","second","2018",50,148.85,"koltt"
"soderlejde","jkn","plot_5","fourth","second","2018",50,145.466666666667,"bofik"
"soderlejde","jkn","plot_5","fourth","second","2018",50,146.483333333333,"talge"
"halsingdal","jkn","plot_121","fifth","second","2017",81,339.483333333333,"talge"
"halsingdal","jkn","plot_61","fifth","second","2017",81,304.466666666667,"blams"
"halsingdal","jkn","plot_61","fifth","second","2017",81,302.266666666667,"rodhe"
"halsingdal","jkn","plot_62","fifth","second","2017",81,268.85,"bofik"
"halsingdal","jkn","plot_64","fifth","second","2017",81,233.433333333333,"bofik"
"halsingdal","jkn","plot_66","fifth","second","2017",81,380.25,"blams"
"halsingdal","jkn","plot_67","fifth","second","2017",81,155.066666666667,"talla"
"halsingdal","jkn","plot_67","fifth","second","2017",81,153.9,"talge"
"halsingdal","jkn","plot_68","fifth","second","2017",81,192.9,"kungl"
"halsingdal","jkn","plot_68","fifth","second","2017",81,193.7,"svars"
"halsingdal","jkn","plot_68","fifth","second","2017",81,191.083333333333,"notva"
"halsingdal","jkn","plot_68","fifth","second","2017",81,194.366666666667,"svara"
"halsingdal","jkn","plot_68","fifth","second","2017",81,189.95,"rodhe"
"halsingdal","jkn","plot_69","fifth","second","2017",81,114.766666666667,"bofik"
"halsingdal","jkn","plot_69","fifth","second","2017",81,115.166666666667,"blams"
"halsingdal","jkn","plot_69","fifth","second","2017",81,112.833333333333,"tofss"
"halsingdal","jkn","plot_69","fifth","second","2017",81,112.383333333333,"talge"
"stenby","jkn","plot_119","first","second","2017",21,65.4666666666667,"gardg"
"stenby","jkn","plot_119","first","second","2017",21,65.75,"bofik"
"stenby","jkn","plot_119","first","second","2017",21,66.8666666666667,"grona"
"stenby","jkn","plot_119","first","second","2017",21,67.2833333333333,"taltt"
"stenby","jkn","plot_119","first","second","2017",21,67.6166666666667,"svars"
"stenby","jkn","plot_119","first","second","2017",21,68.5333333333333,"gronk"
"halsingdal","jkn","plot_64","first","second","2017",21,180.4,"rodhe"
"halsingdal","jkn","plot_64","first","second","2017",21,178.666666666667,"bofik"
"halsingdal","jkn","plot_65","first","second","2017",21,219.566666666667,"rodhe"
"halsingdal","jkn","plot_65","first","second","2017",21,217.583333333333,"talge"
"halsingdal","jkn","plot_65","first","second","2017",21,219.033333333333,"bofik"
"halsingdal","jkn","plot_66","first","second","2017",21,264.35,"jarnv"
"halsingdal","jkn","plot_66","first","second","2017",21,262.716666666667,"bofik"
"stenby","jkn","plot_71","first","second","2017",21,30.1333333333333,"bofik"
"stenby","jkn","plot_71","first","second","2017",21,33.3,"talge"
"stenby","jkn","plot_72","first","second","2017",21,107.2,"rodhe"
"stenby","jkn","plot_72","first","second","2017",21,105.166666666667,"bofik"
"stenby","jkn","plot_119","third","second","2017",51,119.566666666667,"rodhe"
"stenby","jkn","plot_119","third","second","2017",51,118.55,"bofik"
"stenby","jkn","plot_119","third","second","2017",51,118.716666666667,"talge"
"stenby","jkn","plot_119","third","second","2017",51,120.933333333333,"gronk"
"stenby","jkn","plot_119","third","second","2017",51,118.283333333333,"grone"
"stenby","jkn","plot_119","third","second","2017",51,119.083333333333,"blams"
"stenby","jkn","plot_119","third","second","2017",51,121.4,"tofss"
"stenby","jkn","plot_119","third","second","2017",51,122.95,"stenk"
"halsingdal","jkn","plot_120","third","second","2017",51,301.416666666667,"bofik"
"halsingdal","jkn","plot_120","third","second","2017",51,300.216666666667,"talge"
"ravsta","ses","plot_201","third","second","2017",51,207,"notsa"
"ravsta","ses","plot_201","third","second","2017",51,206,"rodhe"
"ravsta","ses","plot_201","third","second","2017",51,210,"talge"
"ravsta","ses","plot_201","third","second","2017",51,210,"tofss"
"ravsta","ses","plot_201","third","second","2017",51,206,"svare"
"ravsta","ses","plot_202","third","second","2017",51,116,"bofik"
"ravsta","ses","plot_202","third","second","2017",51,119,"tofss"
"ravsta","ses","plot_202","third","second","2017",51,120,"notva"
"ravsta","ses","plot_202","third","second","2017",51,117,"svara"
"ravsta","ses","plot_202","third","second","2017",51,117,"blams"
"ravsta","ses","plot_202","third","second","2017",51,116,"svare"
"ravsta","ses","plot_202","third","second","2017",51,121,"korp"
"ravsta","ses","plot_202","third","second","2017",51,118,"talge"
"ravsta","ses","plot_202","third","second","2017",51,117,"kungl"
"ravsta","ses","plot_210","third","second","2017",51,169,"kungl"
"ravsta","ses","plot_210","third","second","2017",51,167,"blams"
"ravsta","ses","plot_210","third","second","2017",51,166,"bofik"
"ravsta","ses","plot_211","third","second","2017",51,259,"svars"
"ravsta","ses","plot_211","third","second","2017",51,260,"bofik"
"ravsta","ses","plot_211","third","second","2017",51,256,"koltt"
"ravsta","ses","plot_211","third","second","2017",51,257,"kungl"
"halsingdal","jkn","plot_64","third","second","2017",51,336.583333333333,"trapa"
"halsingdal","jkn","plot_64","third","second","2017",51,337.233333333333,"lovse"
"halsingdal","jkn","plot_64","third","second","2017",51,336.733333333333,"bofik"
"halsingdal","jkn","plot_64","third","second","2017",51,338.966666666667,"tofss"
"halsingdal","jkn","plot_64","third","second","2017",51,341.266666666667,"trake"
"halsingdal","jkn","plot_64","third","second","2017",51,339.866666666667,"talge"
"halsingdal","jkn","plot_69","third","second","2017",51,233.7,"bofik"
"halsingdal","jkn","plot_69","third","second","2017",51,233.266666666667,"trake"
"stenby","jkn","plot_71","third","second","2017",51,70.9,"bofik"
"stenby","jkn","plot_71","third","second","2017",51,70.3,"blams"
"stenby","jkn","plot_71","third","second","2017",51,67.8666666666667,"talla"
"stenby","jkn","plot_72","third","second","2017",51,170.95,"rodhe"
"orsjon","jkn","plot_116","fourth","second","2018",51,290.883333333333,"grafe"
"orsjon","jkn","plot_116","fourth","second","2018",51,292.016666666667,"tofss"
"orsjon","jkn","plot_116","fourth","second","2018",51,295.666666666667,"koltt"
"halqved","jkn","plot_37","fourth","second","2018",51,124.183333333333,"taltt"
"brudgatan","jkn","plot_38","fourth","second","2018",51,-1.03333333333333,"taltt"
"brudgatan","jkn","plot_39","fourth","second","2018",51,25.3666666666667,"trapa"
"brudgatan","jkn","plot_39","fourth","second","2018",51,21.95,"talge"
"brudgatan","jkn","plot_42","fourth","second","2018",51,46.1666666666667,"talge"
"brudgatan","jkn","plot_45","fourth","second","2018",51,64.65,"tofss"
"brudgatan","jkn","plot_45","fourth","second","2018",51,62.3833333333333,"kungl"
"halqved","jkn","plot_6","fourth","second","2018",51,166.683333333333,"talge"
"halqved","jkn","plot_6","fourth","second","2018",51,166.316666666667,"blams"
"orsjon","jkn","plot_73","fourth","second","2018",51,356.2,"rodhe"
"orsjon","jkn","plot_73","fourth","second","2018",51,357.65,"bofik"
"orsjon","jkn","plot_73","fourth","second","2018",51,353.683333333333,"talge"
"orsjon","jkn","plot_74","fourth","second","2018",51,335.633333333333,"bofik"
"orsjon","jkn","plot_74","fourth","second","2018",51,336.383333333333,"blams"
"orsjon","jkn","plot_74","fourth","second","2018",51,337,"koltt"
"orsjon","jkn","plot_74","fourth","second","2018",51,336.116666666667,"gardg"
"orsjon","jkn","plot_74","fourth","second","2018",51,336.4,"notsa"
"orsjon","jkn","plot_74","fourth","second","2018",51,335.783333333333,"talge"
"orsjon","jkn","plot_75","fourth","second","2018",51,316.333333333333,"talge"
"orsjon","jkn","plot_79","fourth","second","2018",51,255.716666666667,"rodhe"
"halqved","jkn","plot_8","fourth","second","2018",51,142.883333333333,"blams"
"halqved","jkn","plot_8","fourth","second","2018",51,143.7,"bofik"
"stenby","jkn","plot_119","fifth","second","2017",82,299.616666666667,"kungl"
"halsingdal","jkn","plot_120","fifth","second","2017",82,210.75,"no_obs"
"halsingdal","jkn","plot_65","fifth","second","2017",82,246.033333333333,"talge"
"halsingdal","jkn","plot_65","fifth","second","2017",82,243.416666666667,"tofss"
"stenby","jkn","plot_71","fifth","second","2017",82,373.616666666667,"no_obs"
"stenby","jkn","plot_72","fifth","second","2017",82,336.233333333333,"grafe"
"stenby","jkn","plot_72","fifth","second","2017",82,338.783333333333,"rodhe"
"kilsjon","jkn","plot_83","fifth","second","2017",82,71.5,"bofik"
"kilsjon","jkn","plot_83","fifth","second","2017",82,71.6666666666667,"rodhe"
"kilsjon","jkn","plot_83","fifth","second","2017",82,73.1166666666667,"svara"
"kilsjon","jkn","plot_85","fifth","second","2017",82,32.75,"bofik"
"kilsjon","jkn","plot_85","fifth","second","2017",82,32.8166666666667,"kungl"
"kilsjon","jkn","plot_85","fifth","second","2017",82,33.2166666666667,"gardg"
"kilsjon","jkn","plot_85","fifth","second","2017",82,34.5333333333333,"svara"
"kilsjon","jkn","plot_85","fifth","second","2017",82,34.65,"talge"
"kilsjon","jkn","plot_85","fifth","second","2017",82,37.2166666666667,"trake"
"kilsjon","jkn","plot_87","fifth","second","2017",82,105.766666666667,"talla"
"kilsjon","jkn","plot_88","fifth","second","2017",82,140.516666666667,"bofik"
"kilsjon","jkn","plot_88","fifth","second","2017",82,141.05,"koltt"
"halqved","jkn","plot_1","second","second","2018",22,-22.4166666666667,"taltt"
"halqved","jkn","plot_1","second","second","2018",22,-22.3,"blams"
"halqved","jkn","plot_1","second","second","2018",22,-21.8333333333333,"tofss"
"halqved","jkn","plot_1","second","second","2018",22,-18.3166666666667,"koltt"
"halqved","jkn","plot_1","second","second","2018",22,-17.65,"bofik"
"soderlejde","jkn","plot_12","second","second","2018",22,227.933333333333,"talge"
"soderlejde","jkn","plot_13","second","second","2018",22,208.033333333333,"talge"
"soderlejde","jkn","plot_13","second","second","2018",22,208.633333333333,"blams"
"soderlejde","jkn","plot_13","second","second","2018",22,210.416666666667,"bofik"
"soderlejde","jkn","plot_17","second","second","2018",22,168.5,"talge"
"soderlejde","jkn","plot_17","second","second","2018",22,168.733333333333,"bofik"
"soderlejde","jkn","plot_17","second","second","2018",22,168.616666666667,"blams"
"soderlejde","jkn","plot_19","second","second","2018",22,131.05,"bofik"
"soderlejde","jkn","plot_19","second","second","2018",22,130.25,"talge"
"soderlejde","jkn","plot_19","second","second","2018",22,132.283333333333,"gardg"
"soderlejde","jkn","plot_20","second","second","2018",22,147.95,"trake"
"soderlejde","jkn","plot_20","second","second","2018",22,149.083333333333,"bofik"
"soderlejde","jkn","plot_23","second","second","2018",22,251.183333333333,"talge"
"soderlejde","jkn","plot_23","second","second","2018",22,250.983333333333,"bofik"
"soderlejde","jkn","plot_25","second","second","2018",22,311.5,"no_obs"
"soderlejde","jkn","plot_26","second","second","2018",22,272.866666666667,"blams"
"soderlejde","jkn","plot_26","second","second","2018",22,273,"talge"
"soderlejde","jkn","plot_26","second","second","2018",22,270.366666666667,"rodhe"
"soderlejde","jkn","plot_29","second","second","2018",22,297.266666666667,"talge"
"soderlejde","jkn","plot_30","second","second","2018",22,355.133333333333,"bofik"
"soderlejde","jkn","plot_30","second","second","2018",22,356.566666666667,"rodhe"
"soderlejde","jkn","plot_30","second","second","2018",22,357.35,"talge"
"soderlejde","jkn","plot_30","second","second","2018",22,353.216666666667,"gardg"
"soderlejde","jkn","plot_31","second","second","2018",22,335.933333333333,"rodhe"
"soderlejde","jkn","plot_31","second","second","2018",22,338.45,"gardg"
"soderlejde","jkn","plot_31","second","second","2018",22,337.666666666667,"talge"
"halqved","jkn","plot_33","second","second","2018",22,112.033333333333,"bofik"
"halqved","jkn","plot_36","second","second","2018",22,94.75,"koltt"
"halqved","jkn","plot_36","second","second","2018",22,96.7,"talla"
"halqved","jkn","plot_36","second","second","2018",22,92.8666666666667,"bofik"
"halqved","jkn","plot_36","second","second","2018",22,92.4,"rodhe"
"halqved","jkn","plot_37","second","second","2018",22,8.71666666666667,"rodhe"
"halqved","jkn","plot_37","second","second","2018",22,9.05,"bofik"
"halqved","jkn","plot_37","second","second","2018",22,8.51666666666667,"blams"
"halqved","jkn","plot_37","second","second","2018",22,9.13333333333333,"kungl"
"halqved","jkn","plot_37","second","second","2018",22,9.33333333333333,"talge"
"halqved","jkn","plot_37","second","second","2018",22,13.0666666666667,"tofss"
"halqved","jkn","plot_4","second","second","2018",22,70.6333333333333,"rodhe"
"halqved","jkn","plot_4","second","second","2018",22,72.0666666666667,"blams"
"soderlejde","jkn","plot_5","second","second","2018",22,193.066666666667,"bofik"
"soderlejde","jkn","plot_5","second","second","2018",22,192.9,"svars"
"soderlejde","jkn","plot_5","second","second","2018",22,189.866666666667,"talge"
"soderlejde","jkn","plot_5","second","second","2018",22,193.45,"koltt"
"soderlejde","jkn","plot_5","second","second","2018",22,189.7,"rodhe"
"halqved","jkn","plot_6","second","second","2018",22,32.6,"blams"
"halqved","jkn","plot_6","second","second","2018",22,31.75,"talge"
"halqved","jkn","plot_6","second","second","2018",22,31.5333333333333,"jarnv"
"halqved","jkn","plot_6","second","second","2018",22,29.3666666666667,"rodhe"
"halqved","jkn","plot_8","second","second","2018",22,50.35,"koltt"
"halqved","jkn","plot_8","second","second","2018",22,50.9333333333333,"rodhe"
"halqved","jkn","plot_8","second","second","2018",22,48.2166666666667,"blams"
"halsingdal","jkn","plot_121","third","second","2017",52,175.4,"kungl"
"halsingdal","jkn","plot_121","third","second","2017",52,171.983333333333,"lovse"
"halsingdal","jkn","plot_121","third","second","2017",52,171.45,"talge"
"halsingdal","jkn","plot_61","third","second","2017",52,209.716666666667,"gardg"
"halsingdal","jkn","plot_61","third","second","2017",52,209.3,"blams"
"halsingdal","jkn","plot_61","third","second","2017",52,208.133333333333,"bofik"
"halsingdal","jkn","plot_61","third","second","2017",52,207.95,"rodhe"
"halsingdal","jkn","plot_62","third","second","2017",52,242.5,"trapa"
"halsingdal","jkn","plot_62","third","second","2017",52,244.016666666667,"rodhe"
"halsingdal","jkn","plot_65","third","second","2017",52,132.9,"talge"
"halsingdal","jkn","plot_66","third","second","2017",52,64.0333333333333,"tofss"
"halsingdal","jkn","plot_66","third","second","2017",52,67.3333333333333,"rodhe"
"halsingdal","jkn","plot_66","third","second","2017",52,62.9333333333333,"bofik"
"halsingdal","jkn","plot_66","third","second","2017",52,67.75,"talge"
"halsingdal","jkn","plot_66","third","second","2017",52,63.4,"lovse"
"halsingdal","jkn","plot_67","third","second","2017",52,302.216666666667,"kungl"
"halsingdal","jkn","plot_67","third","second","2017",52,302.033333333333,"trapa"
"halsingdal","jkn","plot_68","third","second","2017",52,339.966666666667,"kungl"
"halsingdal","jkn","plot_68","third","second","2017",52,340.533333333333,"talge"
"halsingdal","jkn","plot_68","third","second","2017",52,337.6,"rodhe"
"stocksatra","jkn","plot_104","fourth","second","2018",52,254.833333333333,"bofik"
"stocksatra","jkn","plot_104","fourth","second","2018",52,258.55,"talge"
"kyrkstigen","jkn","plot_118","fourth","second","2018",52,31.9666666666667,"bofik"
"kyrkstigen","jkn","plot_118","fourth","second","2018",52,30.9833333333333,"svare"
"kyrkstigen","jkn","plot_118","fourth","second","2018",52,32.8166666666667,"trapa"
"kyrkstigen","jkn","plot_122","fourth","second","2018",52,193.8,"no_obs"
"stocksatra","jkn","plot_123","fourth","second","2018",52,307.083333333333,"talge"
"stocksatra","jkn","plot_125","fourth","second","2018",52,328.933333333333,"talge"
"stocksatra","jkn","plot_46","fourth","second","2018",52,281.283333333333,"trapa"
"stocksatra","jkn","plot_46","fourth","second","2018",52,279.866666666667,"talge"
"stocksatra","jkn","plot_49","fourth","second","2018",52,229.8,"trapa"
"kyrkstigen","jkn","plot_50","fourth","second","2018",52,166.983333333333,"trapa"
"kyrkstigen","jkn","plot_52","fourth","second","2018",52,147.883333333333,"bofik"
"kyrkstigen","jkn","plot_52","fourth","second","2018",52,146.683333333333,"trapa"
"kyrkstigen","jkn","plot_53","fourth","second","2018",52,123.45,"bofik"
"kyrkstigen","jkn","plot_55","fourth","second","2018",52,99.6333333333333,"bofik"
"kyrkstigen","jkn","plot_55","fourth","second","2018",52,99.0666666666667,"talge"
"kyrkstigen","jkn","plot_56","fourth","second","2018",52,53.6166666666667,"talge"
"kyrkstigen","jkn","plot_58","fourth","second","2018",52,73.8,"jarnv"
"kyrkstigen","jkn","plot_58","fourth","second","2018",52,69.8,"talge"
"kyrkstigen","jkn","plot_60","fourth","second","2018",52,16.5,"talge"
"kyrkstigen","jkn","plot_118","fifth","second","2017",83,306.583333333333,"svare"
"kyrkstigen","jkn","plot_122","fifth","second","2017",83,35.0833333333333,"notva"
"kyrkstigen","jkn","plot_122","fifth","second","2017",83,33.4333333333333,"talge"
"kyrkstigen","jkn","plot_122","fifth","second","2017",83,37.5,"blams"
"kyrkstigen","jkn","plot_50","fifth","second","2017",83,81.0333333333333,"rodhe"
"kyrkstigen","jkn","plot_50","fifth","second","2017",83,84.5833333333333,"bofik"
"kyrkstigen","jkn","plot_50","fifth","second","2017",83,81.3666666666667,"jarnv"
"kyrkstigen","jkn","plot_52","fifth","second","2017",83,119.116666666667,"rodhe"
"kyrkstigen","jkn","plot_53","fifth","second","2017",83,154.7,"notva"
"kyrkstigen","jkn","plot_53","fifth","second","2017",83,155.133333333333,"tofss"
"kyrkstigen","jkn","plot_53","fifth","second","2017",83,153.466666666667,"bofik"
"kyrkstigen","jkn","plot_53","fifth","second","2017",83,151.183333333333,"talge"
"kyrkstigen","jkn","plot_55","fifth","second","2017",83,197.783333333333,"talge"
"kyrkstigen","jkn","plot_55","fifth","second","2017",83,196.433333333333,"bofik"
"kyrkstigen","jkn","plot_55","fifth","second","2017",83,193.216666666667,"rodhe"
"kyrkstigen","jkn","plot_56","fifth","second","2017",83,342.883333333333,"talge"
"kyrkstigen","jkn","plot_56","fifth","second","2017",83,345.983333333333,"stort"
"kyrkstigen","jkn","plot_56","fifth","second","2017",83,342.733333333333,"grafe"
"kyrkstigen","jkn","plot_56","fifth","second","2017",83,343.133333333333,"bofik"
"kyrkstigen","jkn","plot_56","fifth","second","2017",83,344.583333333333,"rodhe"
"kyrkstigen","jkn","plot_58","fifth","second","2017",83,237.2,"rodhe"
"kyrkstigen","jkn","plot_58","fifth","second","2017",83,237.716666666667,"bofik"
"kyrkstigen","jkn","plot_60","fifth","second","2017",83,272.666666666667,"blams"
"kyrkstigen","jkn","plot_60","fifth","second","2017",83,276.166666666667,"tofss"
"kyrkstigen","jkn","plot_60","fifth","second","2017",83,272.766666666667,"bofik"
"kyrkstigen","jkn","plot_60","fifth","second","2017",83,277.466666666667,"trake"
"kyrkstigen","jkn","plot_60","fifth","second","2017",83,275.616666666667,"talge"
"kyrkstigen","jkn","plot_60","fifth","second","2017",83,272.816666666667,"svars"
"kyrkstigen","jkn","plot_60","fifth","second","2017",83,273.683333333333,"grafe"
"ravsta","ses","plot_203","second","second","2017",23,220,"jarnv"
"ravsta","ses","plot_203","second","second","2017",23,216,"stort"
"ravsta","ses","plot_203","second","second","2017",23,219,"talge"
"ravsta","ses","plot_203","second","second","2017",23,217,"bofik"
"ravsta","ses","plot_203","second","second","2017",23,215,"taltt"
"ravsta","ses","plot_203","second","second","2017",23,219,"ringa"
"ravsta","ses","plot_203","second","second","2017",23,218,"koltt"
"hagaberg","ses","plot_204","second","second","2017",23,140,"gardg"
"hagaberg","ses","plot_204","second","second","2017",23,140,"tofss"
"hagaberg","ses","plot_204","second","second","2017",23,142,"rodhe"
"hagaberg","ses","plot_204","second","second","2017",23,143,"bofik"
"ravsta","ses","plot_210","second","second","2017",23,291,"taltt"
"ravsta","ses","plot_210","second","second","2017",23,290,"blams"
"ravsta","ses","plot_210","second","second","2017",23,290,"tofss"
"ravsta","ses","plot_210","second","second","2017",23,290,"talge"
"ravsta","ses","plot_210","second","second","2017",23,295,"bofik"
"stocksatra","jkn","plot_104","fifth","second","2017",84,274,"bofik"
"stocksatra","jkn","plot_104","fifth","second","2017",84,274.183333333333,"koltt"
"stocksatra","jkn","plot_104","fifth","second","2017",84,277.5,"rodhe"
"stocksatra","jkn","plot_123","fifth","second","2017",84,350.1,"no_obs"
"stocksatra","jkn","plot_125","fifth","second","2017",84,317.733333333333,"lovse"
"stocksatra","jkn","plot_125","fifth","second","2017",84,315.516666666667,"grona"
"stocksatra","jkn","plot_125","fifth","second","2017",84,313.733333333333,"rodhe"
"brudgatan","jkn","plot_38","fifth","second","2017",84,14.7833333333333,"rodhe"
"brudgatan","jkn","plot_38","fifth","second","2017",84,15.2166666666667,"lovse"
"brudgatan","jkn","plot_38","fifth","second","2017",84,14.5166666666667,"jarnv"
"brudgatan","jkn","plot_39","fifth","second","2017",84,55.2166666666667,"trapa"
"brudgatan","jkn","plot_39","fifth","second","2017",84,50.85,"talla"
"brudgatan","jkn","plot_39","fifth","second","2017",84,51.0833333333333,"bofik"
"brudgatan","jkn","plot_42","fifth","second","2017",84,88.35,"kungl"
"brudgatan","jkn","plot_42","fifth","second","2017",84,91.0166666666667,"svare"
"brudgatan","jkn","plot_42","fifth","second","2017",84,92.0166666666667,"bofik"
"brudgatan","jkn","plot_45","fifth","second","2017",84,122.35,"jarnv"
"brudgatan","jkn","plot_45","fifth","second","2017",84,126.5,"svars"
"brudgatan","jkn","plot_45","fifth","second","2017",84,123.933333333333,"trake"
"brudgatan","jkn","plot_45","fifth","second","2017",84,122.616666666667,"lovse"
